type,word
possessive,a s k e ɾ i m
citation,m a j ɯ s
profs,m a j ɯ s t͡ʃ ɯ
predicative,m a j ɯ s ɯ m
accusative,m a j ɯ s ɯ
possessive,m a j ɯ s ɯ m
citation,m a j ɯ ʃ m a k
aorist,m a j ɯ ʃ ɯ ɾ
causative,m a j ɯ ʃ t ɯ ɾ ɯ ɾ
citation,m a j m u n
profs,m a j m u n d͡ʒ u
predicative,m a j m u n u m
accusative,m a j m u n u
possessive,m a j m u n u m
citation,m a j n a
profs,m a j n a d͡ʒ ɯ
predicative,m a j n a j ɯ m
accusative,m a j n a j ɯ
possessive,m a j n a m
citation,m a j o
profs,m a j o d͡ʒ u
predicative,m a j o j u m
accusative,m a j o j u
possessive,m a j o m
citation,m a j o n e z
profs,m a j o n e z d͡ʒ i
predicative,m a j o n e z i m
accusative,m a j o n e z i
possessive,m a j o n e z i m
citation,a d͡ʒ ɯ k m a k
aorist,a d͡ʒ ɯ k ɯ ɾ
causative,a d͡ʒ ɯ k t ɯ ɾ ɯ ɾ
citation,a s k e ɾ i
profs,a s k e ɾ i d͡ʒ i
predicative,a s k e ɾ i j i m
accusative,a s k e ɾ i j i
citation,m a j t a p
profs,m a j t a p t͡ʃ ɯ
predicative,m a j t a b ɯ m
accusative,m a j t a b ɯ
possessive,m a j t a b ɯ m
predicative,m a j t a p ɯ m
citation,m a z a ɾ ɾ a t
profs,m a z a ɾ ɾ a t t͡ʃ ɯ
predicative,m a z a ɾ ɾ a t ɯ m
accusative,m a z a ɾ ɾ a t ɯ
possessive,m a z a ɾ ɾ a t ɯ m
citation,m a z b a t a
profs,m a z b a t a d͡ʒ ɯ
predicative,m a z b a t a j ɯ m
accusative,m a z b a t a j ɯ
possessive,m a z b a t a m
citation,m a z b u t
profs,m a z b u t t͡ʃ u
predicative,m a z b u t u m
accusative,m a z b u t u
possessive,m a z b u t u m
citation,m a z e ɾ e t
profs,m a z e ɾ e t t͡ʃ i
predicative,m a z e ɾ e t i m
accusative,m a z e ɾ e t i
possessive,m a z e ɾ e t i m
citation,m a z g a ɫ
profs,m a z g a ɫ d͡ʒ ɯ
predicative,m a z g a ɫ ɯ m
accusative,m a z g a ɫ ɯ
possessive,m a z g a ɫ ɯ m
citation,a s k ɯ
profs,a s k ɯ d͡ʒ ɯ
predicative,a s k ɯ j ɯ m
accusative,a s k ɯ j ɯ
possessive,a s k ɯ m
citation,m a z h a ɾ
profs,m a z h a ɾ d͡ʒ ɯ
predicative,m a z h a ɾ ɯ m
accusative,m a z h a ɾ ɯ
possessive,m a z h a ɾ ɯ m
citation,m a z ɯ j ɯ
profs,m a z ɯ d͡ʒ ɯ
predicative,m a z ɯ j ɯ m
accusative,m a z ɯ j ɯ
citation,m a z l u m
profs,m a z l u m d͡ʒ u
predicative,m a z l u m u m
accusative,m a z l u m u
possessive,m a z l u m u m
citation,m a z m u n
profs,m a z m u n d͡ʒ u
predicative,m a z m u n u m
accusative,m a z m u n u
possessive,m a z m u n u m
citation,m a z n u n
profs,m a z n u n d͡ʒ u
predicative,m a z n u n u m
accusative,m a z n u n u
possessive,m a z n u n u m
citation,m a z o ʃ i z m
profs,m a z o ʃ i z i m d͡ʒ i
predicative,m a z o ʃ i z m i m
accusative,m a z o ʃ i z m i
possessive,m a z o ʃ i z m i m
citation,m a z o t
profs,m a z o t t͡ʃ u
predicative,m a z o t u m
accusative,m a z o t u
possessive,m a z o t u m
citation,a s k ɯ d͡ʒ ɯ
predicative,a s k ɯ d͡ʒ ɯ j ɯ m
accusative,a s k ɯ d͡ʒ ɯ j ɯ
possessive,a s k ɯ d͡ʒ ɯ m
citation,m a z ɾ u f
profs,m a z ɾ u f t͡ʃ u
predicative,m a z ɾ u f u m
accusative,m a z ɾ u f u
possessive,m a z ɾ u f u m
citation,m a z u ɾ
profs,m a z u ɾ d͡ʒ u
predicative,m a z u ɾ u m
accusative,m a z u ɾ u
possessive,m a z u ɾ u m
citation,m a z u ɾ k a
profs,m a z u ɾ k a d͡ʒ ɯ
predicative,m a z u ɾ k a j ɯ m
accusative,m a z u ɾ k a j ɯ
possessive,m a z u ɾ k a m
citation,a s k ɫ ɯ
profs,a s k ɫ ɯ d͡ʒ ɯ
predicative,a s k ɫ ɯ j ɯ m
accusative,a s k ɫ ɯ j ɯ
possessive,a s k ɫ ɯ m
citation,m e a l
profs,m e a l d͡ʒ i
predicative,m e a l i m
accusative,m e a l i
possessive,m e a l i m
citation,m a b a d i
profs,m a b a d i d͡ʒ i
predicative,m a b a d i j i m
accusative,m a b a d i j i
possessive,m a b a d i m
citation,m e b a ɫ i
profs,m e b a ɫ i d͡ʒ i
predicative,m e b a ɫ i j i m
accusative,m e b a ɫ i j i
possessive,m e b a ɫ i m
citation,m e b d e
profs,m e b d e d͡ʒ i
predicative,m e b d e j i m
accusative,m e b d e j i
possessive,m e b d e m
citation,m e b ɫ a
profs,m e b ɫ a d͡ʒ ɯ
predicative,m e b ɫ a ɯ m
accusative,m e b ɫ a ɯ
possessive,m e b ɫ a ɯ m
citation,m e b u s
profs,m e b u s t͡ʃ u
predicative,m e b u s u m
accusative,m e b u s u
possessive,m e b u s u m
citation,m e b z u ɫ
profs,m e b z u ɫ d͡ʒ y
predicative,m e b z u ɫ y m
accusative,m e b z u ɫ y
possessive,m e b z u ɫ y m
citation,m e t͡ʃ
profs,m e t͡ʃ t͡ʃ i
predicative,m e t͡ʃ i m
accusative,m e t͡ʃ i
possessive,m e t͡ʃ i m
citation,a s ɫ a
profs,a s ɫ a d͡ʒ ɯ
predicative,a s ɫ a j ɯ m
accusative,a s ɫ a j ɯ
possessive,a s ɫ a m
citation,m e t͡ʃ h u l
profs,m e t͡ʃ h u l   d͡ʒ y
predicative,m e t͡ʃ h u l   y m
accusative,m e t͡ʃ h u l   y
possessive,m e t͡ʃ h u l   y m
citation,m e d͡ʒ a ɫ i s
profs,m e d͡ʒ a ɫ i s d͡ʒ i
predicative,m e d͡ʒ a ɫ i s i m
accusative,m e d͡ʒ a ɫ i s i
possessive,m e d͡ʒ a ɫ i s i m
citation,m e d͡ʒ a z
profs,m e d͡ʒ a z d͡ʒ ɯ
predicative,m e d͡ʒ a z ɯ m
accusative,m e d͡ʒ a z i
possessive,m e d͡ʒ a z ɯ m
citation,m e d͡ʒ b u ɾ
profs,m e d͡ʒ b u ɾ d͡ʒ u
predicative,m e d͡ʒ b u ɾ u m
accusative,m e d͡ʒ b u ɾ u
possessive,m e d͡ʒ b u ɾ u m
citation,m e d͡ʒ d͡ʒ a n e n
profs,m e d͡ʒ d͡ʒ a n e n d͡ʒ i
predicative,m e d͡ʒ d͡ʒ a n e n i m
accusative,m e d͡ʒ d͡ʒ a n e n i
possessive,m e d͡ʒ d͡ʒ a n e n i m
citation,m e d͡ʒ e ɫ ɫ e
profs,m e d͡ʒ e ɫ ɫ e d͡ʒ i
predicative,m e d͡ʒ e ɫ ɫ e j i m
accusative,m e d͡ʒ e ɫ ɫ e j i
possessive,m e d͡ʒ e ɫ ɫ e m
citation,m e d͡ʒ i t
profs,m e d͡ʒ i t t͡ʃ i
predicative,m e d͡ʒ i d i m
accusative,m e d͡ʒ i d i
possessive,m e d͡ʒ i d i m
citation,m e d͡ʒ i d i j e
profs,m e d͡ʒ i d i j e d͡ʒ i
predicative,m e d͡ʒ i d i j e j i m
accusative,m e d͡ʒ i d i j e j i
possessive,m e d͡ʒ i d i j e m
citation,m e d͡ʒ ɫ i s
profs,m e d͡ʒ ɫ i s t͡ʃ i
predicative,m e d͡ʒ ɫ i s i m
accusative,m e d͡ʒ ɫ i s i
possessive,m e d͡ʒ ɫ i s i m
citation,m e d͡ʒ ɫ u p
profs,m e d͡ʒ ɫ u p t͡ʃ u
predicative,m e d͡ʒ ɫ u b u m
accusative,m e d͡ʒ ɫ u b u
possessive,m e d͡ʒ ɫ u b u m
citation,m e d͡ʒ m u
profs,m e d͡ʒ m u d͡ʒ u
predicative,m e d͡ʒ m u j u m
accusative,m e d͡ʒ m u j u
possessive,m e d͡ʒ m u m
citation,m e ʒ n u n
profs,m e ʒ n u n d͡ʒ u
predicative,m e ʒ n u n u m
accusative,m e ʒ n u n u
possessive,m e ʒ n u n u m
citation,m e d͡ʒ ɾ a
profs,m e d͡ʒ ɾ a d͡ʒ ɯ
predicative,m e d͡ʒ ɾ a j ɯ m
accusative,m e d͡ʒ ɾ a j ɯ
possessive,m e d͡ʒ ɾ a m
citation,m e d͡ʒ z u p
profs,m e d͡ʒ z u p t͡ʃ u
predicative,m e d͡ʒ z u b u m
accusative,m e d͡ʒ z u b u
possessive,m e z u b u m
possessive,m e d͡ʒ z u b u m
citation,m e d a ɾ
profs,m e d a ɾ d͡ʒ ɯ
predicative,m e d a ɾ ɯ m
accusative,m e d a ɾ ɯ
possessive,m e d a ɾ ɯ m
citation,m e d d a h
profs,m e d d a h t͡ʃ ɯ
predicative,m e d d a h ɯ m
accusative,m e d d a h ɯ
possessive,m e d d a h ɯ m
citation,m e d e t
profs,m e d e t t͡ʃ i
predicative,m e d e t i m
accusative,m e d e t i
possessive,m e d e t i m
predicative,m e d e d i m
accusative,m e d e d i
possessive,m e d e d i m
citation,m e d e n i
profs,m e d e n i d͡ʒ i
predicative,m e d e n i j i m
accusative,m e d e n i j i
possessive,m e d e n i m
citation,m e d e n i ɫ e ʃ m e k
aorist,m e d e n i ɫ e ʃ i ɾ
causative,m e d e n i ɫ e ʃ t i ɾ i ɾ
citation,m e d h a l
profs,m e d h a l d͡ʒ i
predicative,m e d h a l i m
accusative,m e d h a l i
possessive,m e d h a l i m
citation,a s ɫ e n
profs,a s ɫ e n d͡ʒ i
predicative,a s ɫ e n i m
accusative,a s ɫ e n i
possessive,a s ɫ e n i m
citation,m e t e t m e k
aorist,m e t e d e ɾ
causative,m e t e t t i ɾ i ɾ
citation,m e d i h
profs,m e d i h t͡ʃ i
predicative,m e d i h i m
accusative,m e d i h i
possessive,m e d i h i m
citation,m e d ɾ e s e
profs,m e d ɾ e s e d͡ʒ i
predicative,m e d ɾ e s e j i m
accusative,m e d ɾ e s e j i
possessive,m e d ɾ e s e m
citation,a d͡ʒ ɯ ɫ a n m a k
aorist,a d͡ʒ ɯ ɫ a n ɯ ɾ
causative,a d͡ʒ ɯ ɫ a n d ɯ ɾ ɯ ɾ
citation,a s ɫ i
profs,a s ɫ i d͡ʒ i
predicative,a s ɫ i j i m
accusative,a s ɫ i j i
possessive,a s ɫ i m
citation,m e d j u m
profs,m e d j u m d͡ʒ u
predicative,m e d j u m u m
accusative,m e d j u m u
possessive,m e d j u m u m
citation,m e d j u n
profs,m e d j u n d͡ʒ u
predicative,m e d j u n u m
accusative,m e d j u n u
possessive,m e d j u n u m
citation,m e f h u m
profs,m e f h u m d͡ʒ u
predicative,m e f h u m u m
accusative,m e f h u m u
possessive,m e f h u m u m
citation,m e f c u ɾ e
profs,m e f c u ɾ e d͡ʒ i
predicative,m e f c u ɾ e j i m
accusative,m e f c u ɾ e j i
possessive,m e f c u ɾ e m
citation,a s ɫ ɯ
profs,a s ɫ ɯ d͡ʒ ɯ
predicative,a s ɫ ɯ j ɯ m
accusative,a s ɫ ɯ j ɯ
possessive,a s ɫ ɯ m
citation,m e f ɫ u t͡ʃ
profs,m e f ɫ u t͡ʃ t͡ʃ u
predicative,m e f ɫ u d͡ʒ u m
accusative,m e f ɫ u t͡ʃ u
possessive,m e f ɫ u d͡ʒ u m
predicative,m e f ɫ u t͡ʃ u m
possessive,m e f ɫ u t͡ʃ u m
citation,m e f ɾ u ʃ
profs,m e f ɾ u ʃ t͡ʃ u
predicative,m e f ɾ u ʃ u m
accusative,m e f ɾ u ʃ u
possessive,m e f ɾ u ʃ u m
citation,m e f s u h
profs,m e f s u h t͡ʃ u
predicative,m e f s u h u m
accusative,m e f s u h u
possessive,m e f s u h u m
citation,m e f t u n
profs,m e f t u n d͡ʒ u
predicative,m e f t u n u m
accusative,m e f t u n u
possessive,m e f t u n u m
citation,m e f u l
profs,m e f u l   d͡ʒ y
predicative,m e f u l y m
accusative,m e f u l   y
possessive,m e f u l y m
citation,m e j e ɾ
profs,m e j e ɾ d͡ʒ i
predicative,m e j e ɾ i m
accusative,m e j e ɾ i
possessive,m e j e ɾ i m
citation,m e e ɾ
profs,m e e ɾ d͡ʒ i
predicative,m e e ɾ i m
accusative,m e e ɾ i
possessive,m e e ɾ i m
citation,m e g a
profs,m e g a d͡ʒ ɯ
predicative,m e g a j ɯ m
accusative,m e g a j ɯ
possessive,m e g a m
citation,m e h a b e t
profs,m e h a b e t t͡ʃ i
predicative,m e h a b e t i m
accusative,m e h a b e t i
possessive,m e h a b e t i m
citation,a s ɫ ɯ k
profs,a s ɫ ɯ k t͡ʃ ɯ
predicative,a s ɫ ɯ ɯ m
accusative,a s ɫ ɯ ɯ
possessive,a s ɫ ɯ ɯ m
citation,m e h a z
profs,m e h a z d͡ʒ ɯ
predicative,m e h a z ɯ m
accusative,m e h a z ɯ
possessive,m e h a z ɯ m
citation,m e h e ɫ
profs,m e h e ɫ d͡ʒ i
predicative,m e h e ɫ i m
accusative,m e h e ɫ i
possessive,m e h e ɫ i m
citation,m e h e n k
profs,m e h e n k t͡ʃ i
predicative,m e h e n k i m
accusative,m e h e n k i
possessive,m e h e n k i m
citation,a s m a
aorist,a s a ɾ
infinitive,a s m a k
causative,a s t ɯ ɾ ɯ ɾ
citation,m e h i ɫ
predicative,m e h i ɫ i m
accusative,m e h i ɫ i
accusative,m e h ɫ i
possessive,m e h ɫ i m
possessive,m e h i ɫ i m
causative,m e h i ɫ d͡ʒ i
citation,m e h t a p
profs,m e h t a p t͡ʃ ɯ
predicative,m e h t a b ɯ m
accusative,m e h t a b ɯ
possessive,m e h t a b ɯ m
citation,m e h t e ɾ
profs,m e h t e ɾ d͡ʒ i
predicative,m e h t e ɾ i m
accusative,m e h t e ɾ i
possessive,m e h t e ɾ i m
citation,a s m a b a h t͡ʃ e
profs,a s m a b a h t͡ʃ e d͡ʒ i
predicative,a s m a b a h t͡ʃ e j i m
accusative,a s m a b a h t͡ʃ e j i
possessive,a s m a b a h t͡ʃ e m
citation,m e k
profs,m e k t͡ʃ i
predicative,m e k i m
accusative,m e k i
possessive,m e k i m
citation,m e c a n
profs,m e c a n d͡ʒ ɯ
predicative,m e c a n ɯ m
accusative,m e c a n ɯ
possessive,m e c a n ɯ m
citation,m e k a n i k
profs,m e k a n i k t͡ʃ i
predicative,m e k a n i i m
accusative,m e k a n i i
possessive,m e k a n i i m
citation,a s m a k
citation,m e k i k
profs,m e k i k t͡ʃ i
predicative,m e k i i m
accusative,m e k i i
possessive,m e k i i m
citation,m e c c a ɾ e
profs,m e c c a ɾ e d͡ʒ i
predicative,m e c c a ɾ e j i m
accusative,m e c c a ɾ e j i
possessive,m e c c a ɾ e m
citation,m e k ɾ u h
profs,m e k ɾ u h t͡ʃ u
predicative,m e k ɾ u h u m
accusative,m e k ɾ u h u
possessive,m e k ɾ u h u m
citation,a s m a k a b a ɯ
profs,a s m a k a b a k t͡ʃ ɯ
predicative,a s m a k a b a ɯ j ɯ m
accusative,a s m a k a b a ɯ n ɯ
possessive,a s m a k a b a ɯ m
citation,m e k t e p
profs,m e k t e p t͡ʃ i
predicative,m e k t e b i m
accusative,m e k t e b i
possessive,m e k t e b i m
citation,m e k t u p
profs,m e k t u p t͡ʃ u
predicative,m e k t u b u m
accusative,m e k t u b u
possessive,m e k t u b u m
citation,m e l u n
profs,m e l u n d͡ʒ u
predicative,m e l u n u m
accusative,m e l u n u
possessive,m e l u n u m
citation,m e l a i k e
profs,m e l a i k e d͡ʒ i
predicative,m e l a i k e j i m
accusative,m e l a i k e j i
possessive,m e l a i k e m
citation,m e l a l
profs,m e l a l d͡ʒ i
predicative,m e l a l i m
accusative,m e l a l i
possessive,m e l a l i m
citation,m e ɫ a i k e
profs,m e ɫ a i k e d͡ʒ i
predicative,m e ɫ a i k e j i m
accusative,m e ɫ a i k e j i
possessive,m e ɫ a i k e m
citation,m e ɫ a n e t
profs,m e ɫ a n e t t͡ʃ i
predicative,m e ɫ a n e t i m
accusative,m e ɫ a n e t i
possessive,m e ɫ a n e t i m
citation,m e l a n k o ɫ i
profs,m e l a n k o ɫ i d͡ʒ i
predicative,m e l a n k o ɫ i j i m
accusative,m e l a n k o ɫ i j i
possessive,m e l a n k o ɫ i m
citation,m e ɫ b u s
profs,m e ɫ b u s t͡ʃ u
predicative,m e ɫ b u s u m
accusative,m e ɫ b u s u
possessive,m e ɫ b u s u m
citation,a d͡ʒ ɯ m a
aorist,a d͡ʒ ɯ ɾ
infinitive,a d͡ʒ ɯ m a k
causative,a d͡ʒ ɯ t ɯ ɾ
citation,m e ɫ b u s a t
profs,m e ɫ b u s a t t͡ʃ ɯ
predicative,m e ɫ b u s a t ɯ m
accusative,m e ɫ b u s a t ɯ
possessive,m e ɫ b u s a t ɯ m
citation,m e ɫ d͡ʒ e
profs,m e ɫ d͡ʒ e d͡ʒ i
predicative,m e ɫ d͡ʒ e j i m
accusative,m e ɫ d͡ʒ e j i
possessive,m e ɫ d͡ʒ e m
citation,m e ɫ e k
profs,m e ɫ e k t͡ʃ i
predicative,m e ɫ e i m
accusative,m e ɫ e i
possessive,m e ɫ e i m
citation,m e ɫ e c a t
profs,m e ɫ e c a t t͡ʃ ɯ
predicative,m e ɫ e c a t ɯ m
accusative,m e ɫ e c a t ɯ
possessive,m e ɫ e c a t ɯ m
citation,m e ɫ e k e
profs,m e ɫ e k e d͡ʒ i
predicative,m e ɫ e k e j i m
accusative,m e ɫ e k e j i
possessive,m e ɫ e k e m
citation,m e ɫ e m e
profs,m e ɫ e m e d͡ʒ i
predicative,m e ɫ e m e j i m
accusative,m e ɫ e m e j i
possessive,m e ɫ e m e m
citation,m e ɫ e m e k
aorist,m e ɫ e ɾ
causative,m e ɫ e t i ɾ
citation,m e ɫ e z
profs,m e ɫ e z d͡ʒ i
predicative,m e ɫ e z i m
accusative,m e ɫ e z i
possessive,m e ɫ e z i m
citation,m e ɫ h e m
profs,m e ɫ h e m d͡ʒ i
predicative,m e ɫ h e m i m
accusative,m e ɫ h e m i
possessive,m e ɫ h e m i m
citation,m e ɫ h u z
profs,m e ɫ h u z d͡ʒ u
predicative,m e ɫ h u z u m
accusative,m e ɫ h u z u
possessive,m e ɫ h u z u m
citation,a s ɾ ɯ
profs,a s ɾ ɯ d͡ʒ ɯ
predicative,a s ɾ ɯ j ɯ m
accusative,a s ɾ ɯ j ɯ
citation,m e ɫ o d i
profs,m e ɫ o d i d͡ʒ i
predicative,m e ɫ o d i j i m
accusative,m e ɫ o d i j i
possessive,m e ɫ o d i m
citation,m e ɫ t e m
profs,m e ɫ t e m d͡ʒ i
predicative,m e ɫ t e m i m
accusative,m e ɫ t e m i
possessive,m e ɫ t e m i m
citation,m e l u l
profs,m e l u l d͡ʒ u
predicative,m e l u l u m
accusative,m e l u l u
possessive,m e l u l u m
profs,m e l u l d͡ʒ y
predicative,m e l u l y m
accusative,m e l u l y
possessive,m e l u l y m
citation,m e m a ɫ i k
profs,m e m a ɫ i k t͡ʃ i
predicative,m e m a ɫ i i m
accusative,m e m a ɫ i i
possessive,m e m a ɫ i i m
citation,m e m a t
profs,m e m a t t͡ʃ ɯ
predicative,m e m a t ɯ m
accusative,m e m a t ɯ
possessive,m e m a t ɯ m
citation,a s ɾ i
profs,a s ɾ i d͡ʒ i
predicative,a s ɾ i j i m
accusative,a s ɾ i j i
possessive,a s ɾ i m
citation,m e m b a
profs,m e m b a d͡ʒ ɯ
predicative,m e m b a j ɯ m
accusative,m e m b a j ɯ
possessive,m e m b a m
citation,m e m e
profs,m e m e d͡ʒ i
predicative,m e m e j i m
accusative,m e m e j i
possessive,m e m e m
citation,m e m e b a ʃ ɯ
profs,m e m e b a ʃ ɯ d͡ʒ ɯ
predicative,m e m e b a ʃ ɯ j ɯ m
accusative,m e m e b a ʃ ɯ j ɯ
possessive,m e m e b a ʃ ɯ m
citation,m e m i ʃ h a n e
profs,m e m i ʃ h a n e d͡ʒ i
predicative,m e m i ʃ h a n e j i m
accusative,m e m i ʃ h a n e j i
possessive,m e m i ʃ h a n e m
citation,m e m ɫ e k e t
profs,m e m ɫ e k e t t͡ʃ i
predicative,m e m ɫ e k e t i m
accusative,m e m ɫ e k e t i
possessive,m e m ɫ e k e t i m
citation,m e m n u
profs,m e m n u d͡ʒ u
predicative,m e m n u j u m
accusative,m e m n u j u
possessive,m e m n u m
citation,m e m n u n
profs,m e m n u n d͡ʒ u
predicative,m e m n u n u m
accusative,m e m n u n u
possessive,m e m n u n u m
citation,m e m n u n e n
profs,m e m n u n e n d͡ʒ i
predicative,m e m n u n e n i m
accusative,m e m n u n e n i
possessive,m e m n u n e n i m
citation,m e m o ɾ a n d u m
profs,m e m o ɾ a n d u m d͡ʒ u
predicative,m e m o ɾ a n d u m u m
accusative,m e m o ɾ a n d u m u
possessive,m e m o ɾ a n d u m u m
citation,a s s u b a j
profs,a s s u b a j d͡ʒ ɯ
predicative,a s s u b a j ɯ m
accusative,a s s u b a j ɯ
possessive,a s s u b a j ɯ m
citation,m e m u ɾ
profs,m e m u ɾ d͡ʒ u
predicative,m e m u ɾ u m
accusative,m e m u ɾ u
possessive,m e m u ɾ u m
citation,m e n
profs,m e n d͡ʒ i
predicative,m e n i m
accusative,m e n i
possessive,m e n i m
citation,m e n e t m e k
aorist,m e n e d e ɾ
causative,m e n e t t i ɾ i ɾ
citation,m e n a f i
profs,m e n a f i d͡ʒ i
predicative,m e n a f i j i m
accusative,m e n a f i j i
possessive,m e n a f i m
citation,a s t
profs,a s t t͡ʃ ɯ
predicative,a s t ɯ m
accusative,a s t ɯ
possessive,a s t ɯ m
citation,m e n e ʒ e ɾ
profs,m e n e ʒ e ɾ d͡ʒ i
predicative,m e n e ʒ e ɾ i m
accusative,m e n e ʒ e ɾ i
possessive,m e n e ʒ e ɾ i m
citation,m e n a k i p
profs,m e n a k i p t͡ʃ i
predicative,m e n a k i b i m
accusative,m e n a k i b i
possessive,m e n a k i b i m
citation,m e n e m
profs,m e n e m d͡ʒ i
predicative,m e n e m i m
accusative,m e n e m i
possessive,m e n e m i m
citation,m e n d e b u ɾ
profs,m e n d e b u ɾ d͡ʒ u
predicative,m e n d e b u ɾ u m
accusative,m e n d e b u ɾ u
possessive,m e n d e b u ɾ u m
citation,a s t a ɾ
profs,a s t a ɾ d͡ʒ ɯ
predicative,a s t a ɾ ɯ m
accusative,a s t a ɾ ɯ
possessive,a s t a ɾ ɯ m
citation,m e n d i ɫ
profs,m e n d i ɫ d͡ʒ i
predicative,m e n d i ɫ i m
accusative,m e n d i ɫ i
possessive,m e n d i ɫ i m
citation,m e n d i ɾ e k
profs,m e n d i ɾ e k t͡ʃ i
predicative,m e n d i ɾ e i m
accusative,m e n d i ɾ e i
possessive,m e n d i ɾ e i m
citation,m e n e d͡ʒ e ɾ
profs,m e n e d͡ʒ e ɾ i m
predicative,m e n e d͡ʒ e ɾ i m
accusative,m e n e d͡ʒ e ɾ i
possessive,m e n e d͡ʒ e ɾ i m
citation,m e n e d i ɫ m e k
aorist,m e n e d i ɫ i ɾ
infinitive,m e n e t t i ɾ i ɫ i ɾ
citation,m e n e k ʃ e
profs,m e n e k ʃ e d͡ʒ i
predicative,m e n e k ʃ e j i m
accusative,m e n e k ʃ e j i
possessive,m e n e k ʃ e m
citation,m e n e m e n
profs,m e n e m e n d͡ʒ i
predicative,m e n e m e n i m
accusative,m e n e m e n i
possessive,m e n e m e n i m
citation,a s t a ɾ ɫ a m a k
aorist,a s t a ɾ ɫ a ɾ
causative,a s t a ɾ ɫ a t ɯ ɾ
citation,m e n e n ʒ i t
profs,m e n e n ʒ i t t͡ʃ i
predicative,m e n e n ʒ i t i m
accusative,m e n e n ʒ i t i
possessive,m e n e n ʒ i t i m
citation,m e n e v i
profs,m e n e v i d͡ʒ i
predicative,m e n e v i j i m
accusative,m e n e v i j i
possessive,m e n e v i m
citation,m e n e v i ʃ
profs,m e n e v i ʃ t͡ʃ i
predicative,m e n e v i ʃ i m
accusative,m e n e v i ʃ i
possessive,m e n e v i ʃ i m
citation,m e n f a
profs,m e n f a d͡ʒ ɯ
predicative,m e n f a j ɯ m
accusative,m e n f a j ɯ
possessive,m e n f a m
citation,m e n f a a t
profs,m e n f a a t t͡ʃ i
predicative,m e n f a a t i m
accusative,m e n f a a t i
possessive,m e n f a a t i m
citation,m e n f i
profs,m e n f i d͡ʒ i
predicative,m e n f i j i m
accusative,m e n f i j i
possessive,m e n f i m
citation,m e n f u ɾ
profs,m e n f u ɾ d͡ʒ u
predicative,m e n f u ɾ u m
accusative,m e n f u ɾ u
possessive,m e n f u ɾ u m
citation,m e n g e n e
profs,m e n g e n e d͡ʒ i
predicative,m e n g e n e j i m
accusative,m e n g e n e j i
possessive,m e n g e n e m
citation,m e n h u s
profs,m e n h u s t͡ʃ u
predicative,m e n h u s u m
accusative,m e n h u s u
possessive,m e n h u s u m
citation,m e n i
profs,m e n i d͡ʒ i
predicative,m e n i j i m
accusative,m e n i j i
citation,a d͡ʒ ɯ m a k
citation,m e n k ɯ b e
profs,m e n k ɯ b e d͡ʒ i
predicative,m e n k ɯ b e j i m
accusative,m e n k ɯ b e j i
possessive,m e n k ɯ b e m
citation,m e n k u p
profs,m e n k u p t͡ʃ u
predicative,m e n k u b u m
accusative,m e n k u b u
possessive,m e n k u b u m
citation,m e n k u b i j e t
profs,m e n k u b i j e t d͡ʒ i
predicative,m e n k u b i j e t i m
accusative,m e n k u b i j e t i
possessive,m e n k u b i j e t i m
citation,m e n k u l
profs,m e n k u l   d͡ʒ y
predicative,m e n k u l   y m
accusative,m e n k u l   y
possessive,m e n k u l   y m
citation,m e n o ɫ u n m a k
aorist,m e n o ɫ u n u ɾ
causative,m e n o ɫ u n d u ɾ u ɾ
citation,m e n a p o z
profs,m e n a p o z d͡ʒ u
predicative,m e n a p o z u m
accusative,m e n a p o z u
possessive,m e n a p o z u m
citation,m e n ʃ e
profs,m e n ʃ e d͡ʒ i
predicative,m e n ʃ e i j i m
accusative,m e n ʃ e j i
possessive,m e n ʃ e j i m
citation,m e n s u p
profs,m e n s u p t͡ʃ u
predicative,m e n s u b u m
accusative,m e n s u b u
possessive,m e n s u b u m
citation,m e n s u b i j e t
profs,m e n s u b i j e t t͡ʃ i
predicative,m e n s u b i j e t i m
accusative,m e n s u b i j e t i
possessive,m e n s u b i j e t i m
citation,m e n s u d͡ʒ a t
profs,m e n s u d͡ʒ a t t͡ʃ ɯ
predicative,m e n s u d͡ʒ a t ɯ m
accusative,m e n s u d͡ʒ a t ɯ
possessive,m e n s u d͡ʒ a t ɯ m
citation,a s t e j m e n
profs,a s t e j m e n d͡ʒ i
predicative,a s t e j m e n i m
accusative,a s t e j m e n i
possessive,a s t e j m e n i m
citation,m e n s u ɾ
profs,m e n s u ɾ d͡ʒ u
predicative,m e n s u ɾ u m
accusative,m e n s u ɾ u
possessive,m e n s u ɾ u m
citation,m e n t e ʃ e
profs,m e n t e ʃ e d͡ʒ i
predicative,m e n t e ʃ e j i m
accusative,m e n t e ʃ e j i
possessive,m e n t e ʃ e m
profs,m e n t o l d͡ʒ y
predicative,m e n t o l y m
accusative,m e n t o l y
possessive,m e n t o l y m
citation,m e n z i ɫ
profs,m e n z i ɫ d͡ʒ i
predicative,m e n z i ɫ i m
accusative,m e n z i ɫ i
possessive,m e n z i ɫ i m
citation,m e n z i ɫ d͡ʒ i
predicative,m e n z i ɫ d͡ʒ i j i m
accusative,m e n z i ɫ d͡ʒ i j i
possessive,m e n z i ɫ d͡ʒ i m
citation,m e n z u ɾ
profs,m e n z u ɾ d͡ʒ u
predicative,m e n z u ɾ u m
accusative,m e n z u ɾ u
